Meditation,Attention,F8 -T4 ,F7 -T3 
74,57,703,-133
73,60,701,-129
77,65,696,-131
77,64,697,-134
77,59,694,-132
76,65,693,-130
76,61,695,-129
77,60,699,-135
73,61,697,-135
75,62,697,-127
71,60,696,-127
73,62,695,-133
75,59,692,-130
71,57,693,-129
73,58,693,-128
76,57,694,-130
75,61,691,-134
76,59,690,-138
73,59,695,-138
75,60,701,-134
75,63,703,-133
77,61,701,-130
73,58,704,-127
72,61,701,-124
78,62,697,-131
74,60,698,-132
76,59,697,-128
70,56,699,-125
69,56,700,-126
77,56,699,-128
73,57,696,-130
75,59,696,-127
72,60,690,-127
75,61,688,-134
78,58,697,-134
70,56,697,-134
71,53,679,-133
75,55,698,-133
81,63,791,-137
91,72,996,-135
83,79,1287,-132
74,83,1614,-128
72,81,1878,-129
56,80,2025,-133
51,71,2065,-130
51,60,2025,-131
40,59,1953,-132
46,58,1853,-130
47,51,1751,-129
44,57,1648,-130
47,49,1549,-132
42,52,1440,-128
51,43,1328,-131
50,39,1193,-134
51,40,1043,-133
51,40,893,-132
56,38,769,-130
57,43,653,-133
71,39,565,-130
73,40,493,-131
79,44,430,-131
70,47,382,-134
74,44,348,-132
60,51,319,-131
61,49,300,-131
62,51,285,-134
73,46,286,-131
72,48,277,-133
71,48,249,-130
75,50,205,-137
71,46,172,-130
76,47,153,-121
80,49,170,-115
85,44,232,-111
91,49,311,-115
91,47,385,-111
87,46,454,-116
88,50,497,-120
87,46,527,-119
89,50,544,-119
75,57,552,-121
78,57,560,-122
79,60,573,-115
74,55,583,-123
77,53,586,-122
78,62,579,-123
71,59,563,-125
65,55,543,-123
67,52,526,-123
51,58,503,-123
59,56,490,-129
55,60,484,-121
68,55,473,-125
60,54,473,-126
64,57,474,-129
51,49,469,-129
53,50,465,-124
62,59,500,-128
68,62,609,-130
87,69,796,-137
83,74,1070,-142
89,78,1380,-138
82,82,1643,-134
73,74,1808,-137
63,69,1877,-139
59,61,1856,-137
49,60,1788,-135
46,59,1698,-131
49,56,1598,-135
45,54,1478,-137
48,48,1343,-136
44,46,1197,-136
45,47,1053,-133
49,40,920,-134
47,44,798,-142
41,43,693,-141
45,44,609,-138
42,46,531,-137
44,40,474,-136
53,45,426,-135
51,50,386,-135
63,50,358,-140
55,51,328,-138
68,46,274,-137
66,45,206,-140
67,44,140,-135
66,47,94,-130
71,45,94,-116
77,44,147,-109
89,49,225,-111
83,49,303,-111
92,50,376,-114
86,54,430,-124
80,52,459,-120
82,53,483,-122
89,55,496,-120
83,63,511,-120
79,60,522,-116
76,59,534,-121
89,56,537,-122
49,54,531,-126
77,57,513,-128
71,56,495,-121
70,53,485,-124
60,54,471,-124
65,57,457,-123
88,56,457,-126
87,53,454,-123
82,54,453,-120
77,58,451,-124
79,57,455,-124
72,55,460,-131
84,51,467,-130
92,53,470,-127
89,55,479,-126
91,54,486,-128
86,52,497,-130
85,52,506,-126
88,51,518,-125
85,50,528,-130
81,52,536,-129
80,56,543,-123
85,55,550,-126
84,56,561,-123
81,55,571,-128
78,57,580,-124
80,56,586,-127
81,56,593,-123
84,61,603,-122
83,58,612,-127
83,63,613,-125
81,64,620,-123
78,64,626,-124
80,63,631,-123
82,59,638,-124
85,63,642,-120
79,58,648,-122
75,59,653,-125
79,59,661,-129
81,60,668,-127
77,55,673,-126
79,51,677,-123
78,52,679,-125
79,56,679,-121
80,59,679,-125
75,60,681,-127
79,60,684,-127
78,54,689,-127
76,52,691,-128
77,51,692,-128
75,56,691,-129
80,57,693,-134
80,56,691,-132
80,57,694,-131
78,61,686,-131
78,57,692,-131
76,55,696,-132
75,55,695,-131
73,57,697,-133
74,57,700,-130
71,59,698,-129
73,57,699,-133
83,56,695,-131
67,61,691,-131
58,57,695,-130
69,54,693,-128
58,52,690,-133
65,56,687,-129
74,56,687,-127
69,59,684,-125
72,63,698,-126
74,61,698,-129
75,73,689,-132
74,66,694,-125
71,70,688,-128
70,72,672,-132
70,73,666,-130
67,71,658,-129
64,65,652,-130
62,66,649,-129
59,70,649,-132
56,68,649,-134
55,64,655,-133
55,62,653,-131
55,62,651,-128
58,61,646,-129
62,56,652,-127
67,61,651,-131
71,62,661,-131
76,70,679,-126
77,80,707,-124
79,73,745,-128
80,53,781,-128
80,51,807,-133
79,78,815,-126
76,49,808,-134
75,74,795,-132
74,69,782,-135
72,46,758,-131
71,48,739,-126
70,61,712,-134
70,63,681,-138
68,59,645,-133
66,76,612,-138
65,71,578,-139
64,43,558,-138
64,42,540,-137
63,67,522,-135
62,62,509,-138
61,49,503,-136
60,80,493,-140
59,49,489,-140
59,76,493,-138
58,56,495,-139
58,64,499,-140
58,62,502,-141
57,80,510,-138
56,80,514,-137
57,78,521,-142
62,77,527,-140
59,77,532,-139
57,75,535,-141
61,71,544,-141
57,70,552,-141
56,69,561,-141
56,70,571,-142
62,66,579,-137
65,68,583,-136
72,66,589,-137
56,69,596,-138
56,65,608,-140
57,66,609,-133
54,68,613,-134
57,67,622,-136
61,62,631,-137
48,63,637,-137
42,62,645,-136
42,60,649,-134
50,59,654,-135
42,62,661,-135
46,61,663,-131
47,60,667,-133
44,57,672,-133
43,56,678,-136
44,57,680,-134
79,55,688,-131
82,52,692,-129
88,53,690,-131
88,53,693,-129
84,58,692,-134
82,58,694,-136
84,55,695,-132
87,56,691,-130
81,54,694,-135
81,55,694,-133
79,57,693,-132
80,58,692,-134
84,58,695,-132
80,55,698,-135
76,56,698,-135
79,55,700,-131
80,58,695,-131
81,57,698,-132
74,57,701,-133
76,55,701,-133
76,58,698,-133
75,61,698,-131
77,58,703,-131
77,57,699,-131
77,58,700,-134
79,61,701,-134
78,63,703,-135
78,59,703,-135
77,56,704,-135
73,56,702,-134
72,57,704,-137
75,59,702,-132
73,58,701,-129
73,59,698,-131
74,61,697,-130
76,67,690,-132
77,65,692,-135
76,58,696,-134
78,56,700,-137
73,60,697,-136
72,61,691,-131
73,63,690,-133
75,60,692,-129
76,61,694,-134
72,56,696,-129
71,58,695,-133
73,59,695,-131
74,62,695,-129
73,59,695,-132
76,61,698,-127
76,61,699,-132
80,62,701,-131
76,63,698,-133
77,64,700,-131
77,62,702,-124
75,61,703,-124
77,58,704,-130
75,60,704,-125
76,59,706,-130
79,59,699,-127
77,58,700,-127
77,65,694,-132
76,64,696,-128
74,58,699,-130
74,56,703,-128
73,59,704,-131
71,62,706,-132
71,63,700,-128
72,64,702,-126
72,63,701,-129
76,59,703,-128
76,58,699,-127
76,60,698,-130
78,61,697,-130
74,62,698,-132
75,62,696,-129
72,63,697,-126
79,62,698,-124
77,64,700,-124
74,57,703,-130
76,60,702,-131
74,61,703,-131
75,62,701,-130
75,60,701,-126
70,61,701,-126
71,63,701,-132
73,61,700,-132
71,60,704,-130
74,58,698,-128
75,59,698,-128
76,63,694,-131
77,62,697,-130
74,59,698,-133
73,61,698,-133
74,61,697,-130
74,56,699,-129
76,56,695,-127
75,57,694,-130
75,65,690,-133
76,61,696,-134
75,62,695,-134
77,57,701,-131
74,64,696,-134
75,63,695,-126
81,63,697,-126
74,60,700,-134
78,62,698,-132
77,61,699,-130
71,60,696,-126
73,57,702,-128
77,57,700,-129
76,60,698,-130
79,63,695,-130
71,60,700,-124
77,60,700,-129
80,59,701,-132
74,64,699,-129
75,62,699,-124
74,61,700,-127
76,60,702,-127
76,61,702,-129
77,63,702,-128
74,67,695,-132
77,63,700,-131
75,61,698,-135
74,62,699,-129
75,61,697,-126
71,60,698,-126
74,60,700,-124
73,59,698,-131
74,60,698,-130
77,59,696,-130
78,60,700,-131
74,60,699,-129
72,57,698,-126
72,57,697,-126
75,56,700,-128
72,57,704,-130
72,58,704,-128
78,63,698,-125
75,66,696,-128
78,60,702,-127
71,61,703,-130
76,58,702,-129
73,62,699,-128
76,62,700,-128
73,61,699,-131
73,63,696,-132
79,61,697,-130
78,56,703,-131
79,59,701,-133
73,56,703,-136
75,61,703,-129
72,59,700,-130
75,59,700,-128
77,63,694,-131
76,61,696,-134
75,61,701,-129
74,63,694,-135
74,60,692,-137
76,59,690,-129
76,60,691,-130
72,59,691,-128
73,57,691,-132
70,57,691,-136
73,59,694,-138
75,61,693,-135
75,60,696,-131
71,57,699,-128
71,64,695,-131
78,63,697,-127
72,62,700,-132
72,60,700,-133
71,58,703,-131
70,59,706,-131
76,62,703,-130
77,63,701,-133
74,62,698,-131
75,64,693,-130
73,60,697,-136
76,61,693,-134
77,60,692,-134
74,60,694,-134
73,60,693,-130
75,55,697,-130
72,58,697,-132
73,59,696,-136
74,64,694,-132
72,57,699,-132
75,59,695,-135
73,60,694,-134
74,60,696,-130
75,62,698,-133
76,61,700,-134
75,63,696,-130
74,62,697,-128
73,60,697,-127
73,64,700,-129
73,63,697,-135
74,66,693,-136
75,61,698,-128
74,59,700,-127
76,62,700,-128
72,61,698,-128
73,60,699,-129
76,62,700,-127
77,56,699,-130
77,60,698,-130
71,64,695,-130
73,57,698,-130
74,58,699,-133
75,56,699,-132
77,58,695,-128
73,55,698,-127
76,57,701,-129
74,57,699,-132
71,58,695,-132
77,60,698,-130
77,61,697,-128
74,58,702,-128
76,61,701,-131
71,60,702,-131
77,65,699,-129
75,56,706,-128
73,59,706,-130
75,61,708,-130
70,62,706,-131
71,60,706,-133
73,59,705,-130
74,62,698,-134
75,58,701,-129
76,61,699,-131
74,61,700,-135
74,62,696,-138
74,58,698,-130
70,56,697,-128
73,59,696,-131
76,64,699,-130
74,67,697,-132
76,64,699,-132
71,61,700,-133
77,61,704,-133
75,62,705,-131
75,61,700,-133
75,60,700,-136
74,63,699,-129
73,64,702,-133
76,61,704,-133
72,55,701,-132
75,58,700,-131
78,64,697,-131
73,61,696,-130
76,60,699,-131
71,57,698,-134
72,60,697,-130
74,62,699,-128
71,61,701,-132
74,57,703,-129
73,59,702,-126
73,60,697,-127
75,62,701,-130
69,57,702,-132
71,55,702,-129
71,56,701,-127
76,57,697,-127
77,56,701,-126
74,60,699,-128
77,62,702,-128
74,62,700,-130
74,58,704,-132
74,55,707,-129
70,55,703,-125
76,58,702,-125
77,58,699,-127
73,59,701,-127
73,56,701,-126
71,61,700,-126
74,62,695,-127
73,62,696,-127
76,55,700,-129
75,57,703,-129
72,55,705,-130
72,60,702,-128
75,63,696,-129
72,63,695,-128
73,65,690,-126
72,62,694,-124
79,58,696,-127
78,59,699,-129
79,61,697,-129
72,64,699,-132
74,61,698,-135
72,62,699,-132
71,59,703,-133
74,60,703,-131
75,59,704,-130
76,62,698,-131
76,62,699,-130
72,60,698,-130
75,58,701,-127
76,58,701,-131
77,61,699,-132
75,65,698,-129
75,60,703,-126
73,59,704,-128
74,61,700,-129
72,61,701,-133
72,60,700,-131
76,56,701,-130
74,57,703,-129
79,56,700,-128
76,59,700,-130
75,63,695,-127
75,62,695,-129
72,59,695,-128
75,55,700,-130
74,56,698,-132
78,63,695,-133
76,58,697,-134
75,57,695,-132
72,54,696,-136
75,63,691,-135
76,58,692,-135
74,55,695,-138
72,58,694,-130
68,57,695,-129
68,63,694,-132
75,62,699,-134
75,61,697,-134
75,62,697,-134
75,63,696,-127
74,60,693,-129
71,60,696,-131
73,61,693,-134
71,60,697,-132
72,59,696,-133
77,59,695,-131
74,64,696,-132
74,60,698,-131
75,57,699,-126
75,58,701,-131
74,58,701,-129
74,61,699,-127
72,65,695,-130
76,59,698,-132
75,58,697,-132
73,58,698,-129
72,60,698,-128
74,56,702,-131
73,59,699,-129
72,60,700,-128
70,64,698,-128
74,58,698,-126
72,58,698,-129
74,58,697,-133
78,60,697,-133
76,57,699,-135
76,56,697,-129
72,56,697,-132
74,60,697,-134
76,60,697,-131
76,62,699,-131
71,63,697,-129
74,57,697,-132
72,59,699,-130
74,61,699,-128
78,65,701,-126
73,56,705,-129
71,56,701,-127
77,58,701,-125
73,62,697,-130
72,63,696,-132
74,62,698,-134
72,62,694,-134
74,60,697,-130
74,58,698,-129
73,56,704,-129
70,55,703,-130
73,56,701,-129
74,54,698,-134
73,55,696,-133
72,51,696,-127
74,59,692,-130
76,59,694,-135
77,63,694,-134
75,58,701,-132
72,59,704,-131
74,65,700,-128
72,64,703,-129
70,62,702,-133
71,61,704,-127
74,62,700,-127
66,58,702,-127
69,57,707,-128
66,57,706,-128
72,59,703,-127
76,61,700,-124
75,67,698,-126
79,65,702,-128
76,67,699,-130
75,61,704,-130
74,55,706,-127
73,56,706,-127
74,56,708,-128
73,63,702,-129
71,65,701,-128
69,63,700,-130
73,61,701,-132
77,62,698,-133
76,59,700,-132
76,62,695,-132
72,59,697,-133
73,55,700,-130
77,60,697,-131
77,60,698,-130
73,65,694,-133
73,61,698,-130
75,59,696,-132
74,55,700,-133
76,60,697,-129
72,59,700,-125
75,58,702,-124
74,58,705,-126
74,56,705,-129
71,56,706,-127
71,58,705,-126
71,60,704,-127
70,63,699,-127
67,62,699,-128
69,60,701,-131
74,62,702,-130
78,61,704,-132
78,60,703,-131
75,59,707,-127
73,62,702,-131
68,62,701,-130
71,62,698,-130
73,63,700,-130
76,62,700,-126
73,62,698,-126
76,63,695,-129
74,61,695,-131
73,64,694,-129
74,60,696,-127
74,60,698,-127
76,58,699,-129
74,62,700,-130
72,60,701,-131
71,61,705,-127
72,55,705,-125
74,59,701,-127
75,59,699,-128
76,61,699,-127
76,63,700,-128
72,61,702,-128
73,60,705,-127
70,59,705,-130
69,60,703,-133
72,64,697,-132
74,63,699,-132
73,62,699,-132
78,63,700,-132
72,61,699,-131
74,64,699,-134
71,60,700,-133
71,58,701,-130
73,59,697,-133
72,57,696,-133
76,58,696,-133
73,57,696,-127
71,57,699,-129
74,61,693,-134
71,62,695,-130
74,59,692,-131
74,59,696,-131
74,64,695,-134
74,61,699,-136
74,60,697,-136
74,64,700,-132
72,64,697,-132
72,60,702,-139
72,58,698,-136
72,60,702,-131
75,64,699,-132
76,60,699,-133
73,63,693,-131
74,64,696,-134
74,59,696,-133
69,56,706,-132
71,57,702,-133
74,56,699,-132
72,57,696,-131
73,58,694,-127
73,62,696,-127
73,62,695,-128
73,59,699,-131
73,61,699,-126
71,58,702,-126
72,55,703,-125
77,59,704,-126
72,58,704,-123
77,64,701,-125
73,64,698,-130
76,60,700,-128
75,59,698,-125
72,60,694,-131
71,62,694,-134
71,64,693,-128
73,62,695,-130
79,61,697,-134
77,66,694,-136
75,63,695,-134
78,62,692,-129
72,62,692,-132
76,64,695,-136
72,62,694,-135
70,60,699,-131
73,62,701,-131
73,63,703,-136
77,58,705,-129
72,59,703,-131
72,58,703,-131
72,63,702,-132
75,59,706,-133
76,60,703,-130
69,62,703,-127
70,62,702,-126
70,56,702,-134
72,57,702,-136
71,63,697,-130
71,61,697,-130
73,60,697,-125
73,58,698,-127
74,56,700,-129
70,57,700,-131
69,58,701,-130
69,56,701,-132
69,57,700,-131
71,56,701,-128
73,61,697,-123
75,61,703,-128
77,65,698,-130
73,63,700,-130
75,65,699,-134
71,61,702,-131
70,58,704,-129
70,55,705,-124
71,53,707,-127
72,59,703,-128
76,58,702,-128
72,59,701,-125
74,58,698,-127
71,61,697,-132
74,60,696,-129
75,59,696,-128
70,59,696,-130
73,62,691,-134
74,62,693,-129
76,60,694,-127
76,59,698,-129
76,63,696,-128
70,66,697,-129
73,64,697,-128
71,62,697,-127
80,59,701,-128
78,61,697,-129
74,60,698,-126
73,62,699,-127
72,60,702,-126
70,56,706,-130
74,62,702,-128
68,64,704,-126
68,60,701,-124
69,57,705,-123
74,58,705,-126
74,61,704,-126
72,60,703,-128
75,61,699,-128
68,63,695,-128
76,62,699,-130
73,61,699,-127
76,59,707,-129
75,61,700,-131
73,59,699,-131
72,61,695,-133
73,59,694,-135
75,58,695,-139
72,59,696,-133
71,61,691,-132
72,62,691,-131
74,63,692,-125
72,61,694,-127
71,60,694,-137
69,59,697,-136
72,61,696,-130
73,62,693,-132
75,62,694,-132
76,60,693,-131
73,59,695,-137
76,58,697,-134
76,58,697,-133
75,61,693,-137
74,61,697,-136
69,60,699,-133
70,58,700,-126
71,60,697,-130
71,62,693,-132
73,63,693,-132
71,61,697,-136
72,58,699,-134
74,57,700,-136
73,55,700,-129
72,58,702,-128
72,58,701,-134
71,59,697,-134
69,56,700,-128
70,54,700,-125
70,52,702,-130
75,55,700,-128
70,57,700,-125
71,59,700,-123
70,60,703,-128
70,58,700,-127
74,57,701,-127
74,60,701,-128
75,63,699,-125
72,65,698,-124
68,62,696,-126
72,64,696,-129
70,62,697,-128
73,57,697,-130
74,58,697,-128
71,58,699,-129
72,59,696,-130
72,62,698,-130
73,64,693,-133
75,62,692,-133
76,63,694,-136
73,62,698,-134
75,59,706,-130
71,58,705,-129
71,55,706,-132
69,58,702,-127
70,64,696,-129
69,63,697,-130
70,63,700,-130
70,56,706,-133
73,60,701,-133
71,60,703,-129
76,63,698,-127
70,57,700,-130
73,60,697,-131
73,62,698,-126
73,57,701,-131
77,63,699,-134
76,63,693,-133
72,63,695,-127
72,59,702,-125
67,59,706,-128
70,59,703,-130
72,58,700,-135
73,59,704,-133
72,60,701,-130
70,61,700,-130
74,66,696,-133
72,65,697,-135
71,63,701,-134
70,63,701,-127
70,61,704,-133
71,61,704,-133
71,60,703,-132
72,65,701,-130
70,65,700,-129
69,58,707,-128
72,56,707,-126
76,59,701,-128
77,61,702,-131
78,62,700,-131
69,57,703,-132
70,58,696,-133
69,57,696,-135
73,59,697,-133
76,57,698,-134
75,54,696,-130
71,54,696,-135
69,55,692,-133
69,54,697,-132
70,57,695,-129
70,59,695,-130
72,61,695,-129
72,60,699,-128
75,58,703,-126
71,62,704,-127
76,62,703,-128
73,63,701,-132
73,64,700,-128
77,63,703,-127
71,63,702,-129
75,66,701,-129
75,63,697,-127
69,62,699,-128
70,57,703,-132
71,58,703,-130
70,59,704,-124
72,60,703,-123
73,59,702,-124
74,60,699,-125
76,61,696,-129
72,60,698,-127
74,61,695,-129
73,66,695,-128
71,61,698,-128
72,61,698,-129
70,58,705,-127
72,59,702,-131
75,61,699,-131
73,61,701,-128
73,59,697,-127
75,60,697,-126
74,61,694,-131
72,63,690,-134
73,59,696,-132
71,57,696,-131
75,58,699,-126
73,64,696,-128
73,61,700,-130
70,55,702,-126
76,59,701,-129
72,56,701,-128
72,60,701,-128
72,61,702,-133
65,60,699,-134
72,61,694,-135
71,63,693,-131
69,63,698,-132
73,57,701,-130
68,56,703,-135
70,61,698,-131
71,63,696,-127
69,58,701,-135
74,58,704,-130
73,57,704,-127
71,61,702,-129
71,61,699,-131
69,62,698,-133
71,61,692,-128
75,61,693,-127
72,60,697,-127
74,62,695,-130
72,63,697,-131
74,57,698,-128
69,54,701,-128
75,51,703,-131
74,56,697,-131
75,58,695,-135
69,60,693,-133
70,56,695,-129
72,53,693,-133
70,55,694,-132
71,57,693,-133
70,57,696,-133
71,58,694,-135
72,57,694,-133
74,63,690,-133
72,58,693,-132
68,62,695,-129
72,60,695,-128
72,57,701,-131
76,60,701,-128
76,60,704,-129
70,59,704,-130
74,56,705,-126
72,57,705,-127
69,63,703,-126
72,59,705,-126
71,59,706,-129
73,60,700,-128
73,58,701,-127
69,57,699,-127
72,63,697,-128
71,60,699,-128
69,57,701,-124
71,57,701,-129
71,54,704,-128
70,55,701,-134
74,59,698,-132
67,62,691,-128
73,61,693,-132
76,64,695,-129
74,62,695,-129
75,63,697,-130
71,56,697,-133
68,59,700,-134
72,58,700,-133
72,62,697,-130
74,61,697,-133
77,60,698,-135
72,61,696,-135
74,58,696,-132
71,56,697,-132
70,57,699,-131
70,61,696,-128
67,60,695,-129
74,56,699,-132
72,61,693,-135
74,58,696,-132
74,60,695,-132
71,56,698,-132
68,57,699,-130
73,58,700,-131
72,64,699,-135
75,63,702,-132
71,61,701,-129
68,60,702,-128
72,64,698,-133
71,63,701,-134
74,62,703,-130
72,60,703,-128
73,64,701,-129
72,60,702,-127
72,60,700,-128
71,60,704,-128
70,60,703,-126
73,62,698,-131
71,59,699,-130
73,61,697,-129
74,60,700,-128
74,63,695,-127
72,55,697,-131
71,57,699,-131
72,57,698,-129
76,61,698,-132
76,57,699,-132
76,59,696,-128
74,60,697,-136
73,60,697,-136
69,59,701,-132
70,60,701,-132
71,57,702,-130
75,59,699,-129
69,61,697,-127
72,64,698,-132
70,60,699,-132
73,61,702,-132
74,59,703,-132
70,59,701,-132
70,64,701,-130
68,62,701,-129
68,56,706,-127
70,58,704,-128
68,62,703,-131
69,63,701,-131
72,61,704,-130
70,60,705,-131
71,62,704,-129
74,60,704,-129
74,68,697,-129
74,64,703,-124
72,59,704,-126
70,59,705,-123
71,62,704,-129
73,64,699,-130
73,60,700,-129
71,60,697,-127
72,61,696,-128
75,60,697,-134
70,59,696,-132
75,59,697,-131
71,62,695,-136
75,63,693,-131
78,59,695,-135
74,60,693,-133
71,58,696,-132
69,60,694,-132
70,59,698,-134
71,57,701,-133
71,59,704,-131
75,63,700,-132
76,62,702,-134
74,63,698,-128
70,61,700,-130
68,60,700,-132
67,58,704,-129
71,59,702,-127
76,60,702,-132
75,65,695,-133
72,64,693,-132
71,61,693,-130
68,61,693,-131
73,60,695,-131
75,60,697,-130
71,59,696,-131
74,64,692,-133
73,66,694,-135
73,66,691,-134
71,65,694,-133
67,61,697,-132
74,55,702,-134
72,59,701,-132
75,59,699,-129
75,60,701,-129
72,57,701,-131
72,61,702,-131
73,62,699,-129
73,60,702,-126
75,58,700,-129
74,58,702,-128
67,54,705,-131
70,57,701,-132
71,60,702,-130
72,67,696,-130
71,61,698,-127
68,61,700,-128
70,61,703,-129
69,63,701,-130
73,60,702,-128
80,60,700,-131
73,61,702,-133
73,61,699,-132
71,64,699,-130
73,59,700,-128
72,61,700,-131
73,61,700,-134
74,62,696,-132
76,60,695,-133
74,59,692,-133
70,58,694,-134
73,60,692,-135
72,56,694,-134
72,57,696,-134
67,57,694,-132
67,64,696,-128
70,62,699,-130
73,61,698,-129
75,62,697,-133
72,61,695,-133
73,62,697,-130
71,60,700,-134
72,58,703,-131
68,60,702,-132
70,62,704,-128
71,61,705,-124
70,61,705,-126
71,54,706,-127
73,61,701,-128
71,62,700,-131
74,62,700,-128
72,65,696,-132
73,61,699,-126
73,59,701,-127
73,59,701,-127
73,59,701,-128
73,58,702,-130
72,59,697,-128
74,55,697,-129
72,58,695,-129
72,59,694,-130
74,60,693,-128
74,60,696,-129
70,59,698,-128
68,56,701,-126
65,59,702,-125
72,60,699,-124
73,55,705,-127
73,54,703,-128
74,57,704,-130
72,60,704,-125
70,60,700,-125
69,60,697,-131
73,61,697,-131
74,61,694,-131
79,59,699,-130
78,60,699,-129
72,61,701,-129
69,59,701,-129
71,62,699,-126
68,61,700,-127
73,62,700,-130
75,59,702,-132
69,60,702,-134
74,59,704,-132
73,63,702,-130
73,60,701,-127
76,62,699,-131
73,62,697,-135
71,55,698,-133
73,61,695,-130
70,57,695,-126
73,58,694,-128
69,58,695,-129
74,59,694,-130
75,64,694,-130
75,64,694,-130
69,58,698,-133
70,56,701,-129
73,59,700,-132
71,59,703,-129
73,61,702,-128
74,60,699,-135
74,60,700,-134
71,60,699,-131
72,61,696,-128
71,59,698,-132
72,59,696,-133
70,58,700,-132
70,59,700,-135
72,63,699,-129
70,65,695,-131
71,63,697,-130
67,65,695,-131
72,62,697,-132
71,64,699,-130
69,64,697,-131
68,59,704,-129
72,58,703,-130
69,57,705,-132
77,60,701,-131
75,60,704,-131
74,56,697,-134
71,59,693,-138
70,55,692,-135
70,54,696,-127
71,56,696,-123
69,52,698,-130
71,55,696,-132
75,59,698,-131
74,62,699,-135
71,55,702,-135
70,59,698,-132
72,58,699,-128
74,60,698,-128
75,58,698,-129
72,57,698,-132
66,60,696,-131
72,56,700,-126
72,60,698,-129
73,59,700,-129
74,59,699,-129
71,56,699,-131
71,56,699,-131
68,57,698,-129
73,61,700,-126
71,57,698,-129
70,61,697,-127
69,61,697,-128
71,64,697,-130
71,63,700,-130
75,64,697,-129
72,63,699,-128
72,65,696,-131
72,62,701,-133
69,64,692,-130
69,60,701,-128
72,64,699,-129
72,60,702,-129
67,60,705,-131
69,61,701,-129
73,58,707,-128
70,64,697,-124
73,65,699,-122
69,62,700,-127
69,59,702,-130
69,62,703,-132
74,68,699,-133
68,62,699,-130
71,61,696,-131
72,60,698,-132
74,58,700,-133
74,62,698,-133
75,57,697,-130
71,55,695,-133
70,60,696,-135
69,59,696,-130
71,60,697,-127
71,56,698,-129
73,60,695,-132
69,58,698,-128
72,64,696,-131
73,62,696,-131
72,61,696,-130
72,56,699,-130
72,60,701,-129
72,62,704,-127
71,64,699,-128
71,66,695,-130
72,62,698,-130
73,62,699,-129
73,58,706,-129
71,61,704,-128
72,59,702,-129
72,56,703,-130
76,58,703,-128
74,60,700,-128
71,61,698,-129
70,58,707,-126
65,57,705,-126
69,59,706,-126
73,65,699,-126
68,62,701,-130
70,58,702,-129
69,53,703,-128
71,55,703,-129
70,59,700,-126
70,64,698,-134
73,62,699,-129
71,64,694,-133
73,58,700,-130
73,60,697,-130
74,56,696,-132
67,58,697,-126
70,60,694,-130
69,61,695,-130
70,64,694,-137
70,61,691,-133
69,58,696,-127
72,57,695,-138
74,57,699,-133
71,61,697,-131
71,65,699,-127
72,66,696,-130
74,66,692,-132
75,61,700,-131
72,64,699,-132
72,62,701,-131
70,63,699,-136
72,62,701,-136
73,57,699,-132
73,61,696,-133
72,59,694,-132
70,58,696,-131
69,55,700,-130
70,57,697,-129
71,61,693,-128
73,61,692,-128
75,63,694,-127
73,63,697,-125
72,60,703,-122
68,55,704,-129
69,57,703,-132
70,60,700,-128
72,62,699,-125
70,63,697,-130
70,60,699,-134
70,65,694,-134
72,66,694,-135
72,65,694,-133
75,60,697,-134
69,60,699,-137
75,58,701,-133
75,58,701,-131
74,61,698,-129
70,62,697,-128
73,60,698,-131
71,60,697,-132
70,60,694,-136
71,61,693,-134
69,59,693,-130
71,62,698,-131
72,63,694,-133
69,65,695,-135
72,64,692,-133
71,61,699,-132
70,59,704,-132
69,59,699,-134
70,62,698,-135
71,69,695,-128
74,65,700,-129
73,59,703,-132
69,58,709,-135
69,59,702,-137
69,60,704,-134
71,61,700,-128
70,61,704,-132
71,62,703,-131
73,61,704,-134
71,60,703,-135
73,57,708,-131
68,58,705,-131
68,59,704,-130
71,60,702,-130
70,57,703,-131
65,57,707,-130
70,60,706,-130
69,59,706,-133
74,63,704,-130
72,58,704,-127
70,57,701,-128
72,61,697,-131
71,65,697,-128
71,58,705,-125
58,58,699,-140
60,54,699,-133
60,53,703,-131
63,54,702,-133
60,53,698,-136
59,54,694,-132
61,53,697,-131
57,50,699,-131
59,55,694,-132
61,57,696,-135
57,54,696,-133
64,52,705,-128
62,53,701,-132
62,54,701,-134
62,53,702,-130
58,51,698,-126
59,55,693,-128
62,51,695,-129
59,50,701,-126
62,52,710,-128
57,52,714,-127
61,49,722,-126
65,49,718,-125
62,48,718,-127
59,50,715,-127
60,49,717,-132
63,51,716,-135
60,50,719,-132
58,51,716,-132
55,50,712,-132
57,51,708,-132
61,50,708,-130
61,54,707,-130
61,53,703,-129
61,55,703,-131
58,58,701,-131
58,53,703,-131
60,54,704,-132
60,53,705,-133
62,56,705,-131
58,57,704,-130
61,52,704,-132
61,56,700,-133
61,55,701,-131
62,52,705,-129
61,53,703,-132
60,53,704,-130
61,57,700,-129
58,50,705,-128
57,51,704,-131
59,53,704,-128
61,58,703,-125
60,57,700,-130
55,54,701,-131
57,53,702,-135
63,48,703,-135
61,51,703,-126
63,54,702,-130
60,57,701,-133
65,53,706,-132
59,50,707,-128
57,53,703,-131
60,56,700,-130
62,57,697,-129
60,58,696,-133
60,51,701,-134
62,50,701,-129
60,51,704,-127
59,56,701,-128
59,51,704,-128
59,52,702,-129
58,53,703,-129
58,55,700,-127
57,56,698,-129
